style                	date     	name        	type   	notes    	ordering  	  precision	  value	  left	  right	     span	arxiv            	conf
doublechooz_ngd      	d.2011.12	Double CHOOZ	reactor	nGd      	          	          3	  0.086	 0.051	  0.051	0.101607 	hep-ex/1112.6353
doublechooz_ngd      	d.2012.07	Double CHOOZ	reactor	nGd      	          	          3	  0.109	 0.039	  0.039	0.0781025	hep-ex/1207.6632
doublechooz_ngd      	d.2014.06	Double CHOOZ	reactor	nGd      	          	          3	  0.09 	 0.029	  0.032	0.061    	hep-ex/1406.7763
doublechooz_n(h,c,gd)	d.2019.01	Double CHOOZ	reactor	n(H,C,Gd)	          	          3	  0.105	 0.014	  0.014	0.028    	hep-ex/1901.09445
