style  	date     	name  	type       	notes  	ordering  	  precision	  value	  left	  right	     span	arxiv            	conf
t2k    	d.2013.04	T2K   	accelerator	       	NO        	          3	 0.088 	0.039 	 0.049 	0.088    	hep-ex/1304.0841
t2k    	d.2013.11	T2K   	accelerator	       	NO        	          3	 0.14  	0.032 	 0.038 	0.07     	hep-ex/1311.4750
t2k    	d.2017.07	T2K   	accelerator	       	NO        	          4	 0.1055	0.0236	 0.0267	0.0502687	hep-ex/1707.01048
